Establishment ID,Name,Address,Zip Code,Owner,License Number,License Type,Most Recent License Date,Establishment Type,Status,Restaurant Complexity Level,Review Frequency in Days,Location
3198,Angel's Place,7824 Michigan Ave,4821,Angel M. Cancel,075128,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.33136, -83.13936)"
1361,"Caesars Cafe, Inc",15621 W Warren Ave,48228,Nasri Chami,069891,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.3434, -83.19794)"
51622773,Clementina Cocina & Libaciones- Mobile,150 State St Capitol Park,48226,Jeremy Sasson,229337,Mobile Food Establishment,06/06/2018,LHD - Mobile Food Establishmen,Open,High,395,
4325,Cleopatra,19027 Mack Ave,48236,Mr Wassef,073752,Fixed Establishment,04/26/2018,Food Service Establishment,Open,,180,"location
(42.41655, -82.91119)"
1452,El Palenque,5426 Vernor St W,48209,Emiliano Duran,035634,Fixed Establishment,04/22/2015,Food Service Establishment,Open,,180,
4246,El Parian #1,1064 London,48149,Nancy Lopez,208161,Mobile Food Establishment,,LHD - Mobile Food Establishmen,Open,,395,"location
(42.23924, -83.17814)"
1425,Focus Hope Center for Children,1550 Oakman Blvd,48238,Focus Hope,035588,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.39916, -83.125)"
5217,Fresh Creamer,2236 Wyandotte St,48212,Ahmed Anam,038484,Mobile Food Establishment,05/26/2017,,,Medium,90,"location
(42.39026, -83.05982)"
4954,Freshii ,1001 Woodward,48226,Randy Dickow,202833,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.33199, -83.04759)"
5353,Fresh Land,6148 Georgia,48211,Omar Almasmari,221031,Mobile Food Establishment,,LHD - Mobile Food Establishmen,,,395,"location
(42.39283, -83.03908)"
51622875,Happy's Pizza #9,4220 Livernois Ave,4821,Rony Tinpan,232681,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.33131, -83.1204)"
4806,Hope Academy,12121 Broadstreet Ave,48204,Hope Academy,081586,Fixed Establishment,05/15/2017,Non-Public School,,Medium,210,"location
(42.3793, -83.13533)"
4628,La Dulce,2 Washington Blvd,48226,Rober Webster,220927,Fixed Establishment,,Food Service Establishment,Permanently Closed,High,180,"location
(42.328, -83.04767)"
51622792,Lefty's,1335 W Eight Mile Rd,48203,Hussein Berry,229403,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.4444, -83.11999)"
500,McShane's,1460 Michigan Ave,48216,Ryan McShane,073759,Fixed Establishment,05/04/2018,Food Service Establishment,Open,,180,"location
(42.33168, -83.06671)"
2710,True Arbeel Kabab,6551 Greenfield Ave,48228,Ahmed Alhaudani,071786,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.33871, -83.19653)"
51622715,Urban Ramen,4206 Woodward Ave,48201,Tzohai Izayano,229207,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.35175, -83.06072)"
3928,1917 American Bistro,19416 Livernois,48221,Donald Studvent,065464,Fixed Establishment,04/30/2013,Food Service Establishment,Temporarily Closed,High,180,"location
(42.43556, -83.14128)"
4465,#1 Chinese Food,8040 (8130) E Seven Mile Rd,48234,Ming Feng Xiao,034143,Fixed Establishment,04/26/2016,Food Service Establishment,Permanently Closed,High,180,
3153,1st Wok,12555 Grand River Ave #150,48204,Ang Lam,047622,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.37964, -83.16739)"
5248,234 Winder St. Inn Community Center,2458 Brush St,48201,Mona Ross/ Gardner,217906,Fixed Establishment,05/07/2018,Food Service Establishment,Open,Medium,365,"location
(42.34241, -83.04875)"
3622,24 Grille,204 Michigan Ave,48226,Bistro 24 LLC,064219,Fixed Establishment,08/07/2018,Food Service Establishment,Open,High,180,"location
(42.33171, -83.04843)"
5276,2941 Street Foods of Midtown,4219 Woodward Ave,48201,Jacques Van Staden,208218,Fixed Establishment,05/01/2018,Food Service Establishment,Open,High,180,"location
(42.35178, -83.06143)"
51622714,-320 Coffee & Creamery,474 Peterboro Street #201,48201,Nisharth Patel,230540,Fixed Establishment,03/09/2018,Food Service Establishment,Open,Medium,365,"location
(42.34422, -83.06167)"
542,3 ELEVEN ULTRA LOUNGE,22100 W Warren Ave,48239,,080852,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.3421, -83.25509)"
1715,3rd Street Bar,4626 Third / 699 W Forest Av,48201,3rd Bar LLC,067009,Fixed Establishment,04/28/2017,Food Service Establishment,Open,High,180,
5157,44 Burrito,14015 W Eight Mile Rd,48235,Natasha Jones,082496,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.44489, -83.18498)"
51622515,4 of a Kind Catering,19153 Van Dyke Ave,48234,Jerold L. Vernon,217899,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.43567, -83.02439)"
4869,7 Greens,1222 Library St,48226,Kelly Schaefer-Janssen,081153,Fixed Establishment,04/19/2018,Food Service Establishment,Open,High,180,"location
(42.3341, -83.04636)"
5392,800 Parc,800 Woodward Ave,48226,800 Parc LLC,209354,Fixed Establishment,05/08/2018,Food Service Establishment,Open,High,180,"location
(42.33156, -83.04685)"
2497,8330 on the River,8330 E Jefferson Ave,48214,POAH - Preservation of afforda,073412,Fixed Establishment,05/11/2017,Food Service Establishment,Open,Medium,365,"location
(42.35118, -82.99075)"
2079,8 Mile Grill,8003-05 W Eight Mile Rd,48221,Anton Marjauam,071989,Fixed Establishment,04/27/2018,Food Service Establishment,Open,High,180,"location
(42.44583, -83.15099)"
5357,A 1 Fish & Chicken LLC,16900 Plymouth,48212,Hnsar M. Almugari,208176,Fixed Establishment,,Food Service Establishment,,,180,"location
(42.37253, -83.21216)"
3099,AAA Panda Inc.,18087 Kelly Rd,48224,Yun Hui Ni,217904,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.42832, -82.95792)"
51622589,Abe's Bakery & Pizza,16645 WWarren,48228,ABE,217895,Fixed Establishment,,Food Service Establishment,Open,High,180,
815,Abicks Bar,3500 Gilbert St,4821,Eric Lakeman,034843,Fixed Establishment,05/04/2015,Food Service Establishment,Open,Low,365,"location
(42.32694, -83.11871)"
1568,Academy of the Americas,5680 Konkel St,4821,Detroit Board of Education,035816,Fixed Establishment,05/13/2015,Public School,Open,Medium,210,"location
(42.32712, -83.11054)"
2455,Ace of Spades,19245 W Eight Mile Rd,48219,BFC Management Co/Masoud Sesi,043616,Fixed Establishment,02/24/2017,Food Service Establishment,Open,Medium,180,"location
(42.44385, -83.23228)"
4877,AC's Hot Dog Express #1,14153 Manor St,48238,AC's Ice Cream LLC,039800,Special Transitory Food Unit,03/30/2015,LHD - Special Transitory Food,Seasonal,Medium,365,"location
(42.3908, -83.16786)"
442,Adam's Apple,18931 W Warren Ave,48228,Patrick Carolan,078795,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.34306, -83.22493)"
3444,Adams-Butzel Recreation Center,10500 Lyndon Ave,48238,Detroit Parks and Recreation,073411,Fixed Establishment,05/08/2018,Food Service Establishment,Open,Medium,365,"location
(42.3952, -83.164)"
3553,Adi's Coney Island ,6171 Michigan Ave,4821,Admirim Avdoll,203409,Fixed Establishment,,Food Service Establishment,Permanently Closed,,180,"location
(42.33085, -83.11848)"
2820,A Eagles Coney Island,9122 Dexter Ave,48206,Martin Merditaj,217901,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.36967, -83.11722)"
766,Akbar's Coffee Shop,12943 Fenkell Ave,48227,James Reese,034779,Fixed Establishment,05/17/2017,Food Service Establishment,Temporarily Closed,,180,"location
(42.40199, -83.17231)"
2695,Akebulan Village,7701 Harper Ave,48213,Marvis Cofield,046710,Fixed Establishment,04/28/2017,Food Service Establishment,Open,Medium,365,"location
(42.3878, -83.02264)"
758,Alaskan Bar Homestead #3,7625 Michigan Ave,4821,Bosko S. Marcevski,034767,Fixed Establishment,04/24/2015,Food Service Establishment,Open,Medium,365,"location
(42.33088, -83.13685)"
4023,Albano Coney Island/DBA Apollo,7635 Grand River Ave,48204,Zef Gega,066448,Fixed Establishment,04/27/2018,Food Service Establishment,Open,Medium,210,"location
(42.35839, -83.11436)"
4115,Al Baraka Restaurant,3611 Carpenter St,48212,Mohammed N Ahmed,075685,Fixed Establishment,04/27/2017,Food Service Establishment,Permanently Closed,,180,"location
(42.40899, -83.05801)"
1643,A. L. Holmes Elementary,8950 Crane St,48213,Detroit Board of Education,035974,Fixed Establishment,05/13/2015,Public School,Open,Medium,210,"location
(42.39457, -83.01485)"
5421,Ali's Pizza,11608 Conant St,48212,Aktar Ali,226563,Fixed Establishment,01/17/2017,Food Service Establishment,Open,High,180,"location
(42.40503, -83.05417)"
51622867,Allenby/Fort Street Galley,160 W Fort St,48226,Michael Goldberg,1031NKB,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.33058, -83.04859)"
5380,Alley Taco,418 Willis St,48201,Jason Frenkel,217917,Fixed Establishment,04/17/2018,Food Service Establishment,Open,High,180,"location
(42.35047, -83.06382)"
3800,All Saints Soup Kitchen,7824 Fort St W,48209,Sr. Eileen Lantzy,075124,Fixed Establishment,04/22/2015,Food Service Establishment,Open,,365,"location
(42.30091, -83.1181)"
5228,All Star Fish & Seafood Inc.,13585 Greenfield Rd,48227,Nagmuddin Pady,203370,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.38602, -83.19851)"
5227,Al Namer Fish & Seafood #2 LLC,12332 E Warren,48215,,103134,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.3899, -82.9741)"
4975,Aloft Detroit W XYZ,1 Park Ave,48226,Whitney Master Tenant LLC,079648,Fixed Establishment,05/07/2018,Food Service Establishment,Open,Medium,365,"location
(42.33559, -83.05042)"
51622496,Amazing Grill LLC,17044 W Warren Ave,48228,Sadek Ahmed,221002,Fixed Establishment,08/02/2017,Food Service Establishment,Open,High,180,"location
(42.34365, -83.21353)"
1751,Ambiance,2959 E Seven Mile Rd,48234,Dennis Rabchun,036155,Fixed Establishment,04/27/2016,Food Service Establishment,Open,,365,"location
(42.43316, -83.07266)"
4176,Amelia Earhart Elementary/Middle School,1000 Scotten St,48209,Detroit Public Schools- Brd of,075684,Fixed Establishment,05/13/2014,Food Service Establishment,Plan Review,,210,"location
(42.31603, -83.0895)"
3650,American Axle,1 Dauch Dr,48211,Continental Cafe LLC,220259,Fixed Establishment,05/09/2018,Food Service Establishment,Open,High,180,"location
(42.38788, -83.06734)"
51622689,American Axle Plant #6,2020 Holbrook Ave,48212,Continental Services,229254,Fixed Establishment,06/28/2018,Food Service Establishment,Open,High,180,"location
(42.39004, -83.0624)"
219,"American Coney Island, Inc.",115 Michigan Ave,48226,Charles J. Keros,033843,Fixed Establishment,05/02/2018,Food Service Establishment,Open,High,180,"location
(42.29446, -83.30808)"
564,American Serbian Memorial Hall,19940 Van Dyke Ave,48234,Serbian Orthodox Church,034433,Fixed Establishment,04/13/2016,Food Service Establishment,Open,,365,"location
(42.44212, -83.02406)"
1307,Amicci's Pizza,3849 Vernor St W,48216,"Grossi-Scola, Inc.",035425,Fixed Establishment,04/30/2015,Food Service Establishment,Open,,365,
51622579,Amore Da Roma,3401 Riopelle St,48207,Guy Pelino,new,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.35094, -83.04179)"
1548,Anani ,7650 Gratiot Ave,48213,Mr. Anani,217912,Fixed Establishment,05/08/2018,Food Service Establishment,Permanently Closed,,365,"location
(42.37654, -83.01585)"
1597,Anchor Bar,450 W Fort St,48226,Vaughn H. Derderian,035870,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.32916, -83.05182)"
51622912,Anchor Bar ,450 W Fort St,48226,The Elia Group,ps011119,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.32916, -83.05182)"
5109,Andiamo Concert Venue,400 Renaissance Center,48234,Joseph P. Vicarri,081277,Fixed Establishment,04/24/2018,Food Service Establishment,Open,Low,365,"location
(42.32903, -83.03977)"
5067,Andiamo Italia Food Truck,7096 E 14 Mile Rd,48091,Joe Vacari Rest. / Dominic,038458,Mobile Food Establishment,04/22/2016,LHD - Mobile Food Establishmen,Open,Medium,395,
4279,Andiamo Pizza Pie Company,100 Renassiance Center ,48243,"NVA, Inc.",070456,Fixed Establishment,05/22/2018,Food Service Establishment,Open,Medium,365,"location
(42.32903, -83.03977)"
3389,Andiamo Riverfront,400 Renaissance Center,48243,Joseph Vicari,054053,Fixed Establishment,04/24/2018,Food Service Establishment,Open,High,180,"location
(42.32903, -83.03977)"
1247,Andrew's on the Corner,201 Joseph Campau Ave,48207,Tom Woolsey,035350,Fixed Establishment,04/13/2018,Food Service Establishment,Open,,365,"location
(42.33645, -83.01802)"
3706,Angelina Italian Bistro,1565 Broadway,48226,Michael Viviano,061140,Fixed Establishment,04/26/2017,Food Service Establishment,Permanently Closed,,180,"location
(42.33608, -83.04947)"
51622608,Anita's Kitchen,150 W Jefferson Ave,48226,Joe & Jennifer Wegrzyn,229223,Fixed Establishment,04/24/2018,Food Service Establishment,Open,High,180,"location
(42.32842, -83.04655)"
1236,Ann Arbor Trail Magnet School,7635 Chatham St,48228,Detroit Board of Education,078729,Fixed Establishment,05/15/2017,Public School,Open,,210,"location
(42.34703, -83.26101)"
4461,Antietam,1428 Gratiot Ave,48207,Greg Holm,078537,Fixed Establishment,05/02/2017,Food Service Establishment,Permanently Closed,,180,"location
(42.34381, -83.03816)"
5402,Antojitos Los Tres Hermanos,4627 W Vernor St,48209,Obed Hernandez,210879,Fixed Establishment,,Food Service Establishment,,,180,"location
(42.31872, -83.09743)"
51622627,Antonio's Pizzeria & Grill,12740 Gratiot Ave,48205,Brigitte Yousif Inc.,ps092017,Fixed Establishment,,Food Service Establishment,Permanently Closed,,90,"location
(42.41976, -82.9877)"
4475,Applebee's #7833,2111 W Eight Mile Rd,48203,TSFR Apple Venture LLC,082195,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.44742, -83.08113)"
794,Armando's Mexican Restaurant,4242 Vernor StW,48209,"Omar's Mexican Restaurant, Inc",034816,Fixed Establishment,05/02/2017,Food Service Establishment,Open,,180,
5152,Ashe Supply Co.,1555 Broadway St,48226,Aaron Nichols,220246,Fixed Establishment,04/19/2018,Food Service Establishment,Plan Review,Medium,365,"location
(42.33608, -83.04947)"
51622607,Ashe Supply Co.,225 Jos Campau Ave,48207,AJ Nichols/Mike Kennedy,220246,Fixed Establishment,04/19/2018,Food Service Establishment,Open,Medium,365,
51622605,Asian Corn Beef,21639 W Eight Mile Rd,48219,Hason White,221932,Fixed Establishment,05/08/2018,Food Service Establishment,Open,Medium,180,"location
(42.44327, -83.2553)"
4839,Asian Corned Beef,14820 Seven Mile Rd W,48235,Hason White,034744,Fixed Establishment,04/30/2018,Food Service Establishment,Plan Review,High,180,"location
(42.43095, -83.19295)"
5177,Asian Corned Beef,21559 Grand River Ave,48219,Hason White,082855,Fixed Establishment,05/08/2018,Food Service Establishment,,Medium,180,"location
(42.4152, -83.25506)"
5310,Asian Corned Beef,13240 Gratiot Ave,48205,Hason White,208197,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.42356, -82.98481)"
51622852,Asian Corned Beef,3741 E Seven MIle Rd,48234,,230563,Fixed Establishment,,,Open,,90,"location
(42.4333, -83.06634)"
4800,Asian Corned Beef,13660 Wyoming St,48238,Sau White,078746,Fixed Establishment,05/08/2018,Food Service Establishment,Open,High,180,"location
(42.38706, -83.15895)"
1398,Asian Corned Beef,2847 E Seven Mile Rd,48234,Sau White,047906,Fixed Establishment,05/16/2016,Food Service Establishment,Permanently Closed,,180,"location
(42.43297, -83.07451)"
2444,Association of Chinese Americans,4750 Woodward Ave,48201,ASSOC OF CHINESE AM,070060,Fixed Establishment,04/30/2018,Food Service Establishment,Open,Medium,365,"location
(42.35568, -83.06307)"
4306,Astro Coffee,2124 Michigan Ave,48216,Daisuke Hughes,071783,Fixed Establishment,04/13/2018,Food Service Establishment,Open,,365,"location
(42.22752, -83.19908)"
5426,Asty Time Inc.,7340 McGraw Ave,4821,Astiage A. Acosta,ps012517,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.33671, -83.13788)"
4629,Athens Souvlaki ,645 Griswold St Suite 137-139,48226,George Antonpoulous,078534,Fixed Establishment,05/01/2018,Food Service Establishment,Open,High,180,
5183,Atomic Chicken,6500 Woodward Ave,48202,Greg Reyner/Justin R. Polley,217910,Fixed Establishment,08/08/2018,Food Service Establishment,Permanently Closed,High,180,"location
(42.36937, -83.07225)"
5143,Atwater Brewery,237 Joseph Campau St,48207,Mark Riety,082483,Fixed Establishment,04/19/2018,Food Service Establishment,,,180,"location
(42.33716, -83.01864)"
2344,Auntie Betty's Cafe,19601 Grand River Ave,48223,Betty Neal,043429,Fixed Establishment,05/01/2017,Food Service Establishment,Open,,180,"location
(42.40731, -83.23537)"
353,Aurora Coney Island,23671 W Seven Mile Rd,48219,Llesh Milici,060748,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.42876, -83.27384)"
51622570,Avalon Cafe and Biscuit Bar,2990 W Grand Blvd,48202,Jackie Victor,220234,Fixed Establishment,06/28/2017,Food Service Establishment,Open,High,180,"location
(42.36831, -83.07731)"
51622484,Avalon Commissary,4731 Bellevue St,48207,Mission Restaurant Group,217919,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.37002, -83.02265)"
5364,Avalon Hearth and Soul Cafe,1049 Woodward Ave,48226,Mission Restaurant Group,212780,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.33245, -83.04788)"
51622811,Avalon International Breads,422 W Willis St,48201,David Taccolini,230561,Fixed Establishment,05/16/2018,Food Service Establishment,Open,,385,"location
(42.35046, -83.06386)"
51622797,Avdolli Adis Coney Island,6171 Michigan Avenue,4821,Albana Avdolli,229359,Fixed Establishment,,,Open,High,180,"location
(42.33085, -83.11848)"
5188,Avenue Grill Plus,8900 McGraw Ave,48228,Jamil Baadani,202875,Fixed Establishment,,Food Service Establishment,,High,180,"location
(42.33107, -83.15243)"
4423,AVI- Children's Center of Wayne County,19900 Evergreen Rd,48216,"AVI Foodsystems , Inc.",073383,Fixed Establishment,05/04/2017,Non-Public School,Permanently Closed,,280,"location
(42.4371, -83.23833)"
1799,"AVI Food Systems, Inc.",2500 E Grand Blvd,48211,"AVI Food Systems, Inc.",035500,Fixed Establishment,05/05/2017,Food Service Establishment,Open,High,180,"location
(42.38043, -83.04635)"
4903,Babyback's Open Pit,17310 Livernois Ave,48221,Elizabeth Harris,078538,Fixed Establishment,08/19/2016,Food Service Establishment,Permanently Closed,High,180,"location
(42.41919, -83.14059)"
5428,BabyBack's Open Pit,7108 W Seven Mile Rd,48221,Elizabeth Harris,217925,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,180,"location
(42.43177, -83.14397)"
5062,Bag Of Bonez,1250 S Beatrice St,48221,Gary Smith/Toia Parks-Smith,039943,Special Transitory Food Unit,,LHD - Special Transitory Food,,,365,"location
(42.27894, -83.14596)"
271,Bailey's Lounge,11700 Livernois Ave,48204,J.T. Bailey,033932,Fixed Establishment,04/25/2017,Food Service Establishment,Open,High,180,"location
(42.37454, -83.13866)"
1618,Bai Mai Thai Lafayette,1541 E Lafayette Ave,48207,Narongsak Laungphakorn,072155,Fixed Establishment,05/16/2018,Food Service Establishment,Open,,180,"location
(42.33755, -83.03357)"
4266,Baker's Keyboard Lounge,20510 Livernois Ave,48221,"Hugh Smith/SB Media, LLC",070299,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,180,"location
(42.44537, -83.1416)"
1888,BAL Inc/ Touch Lounge,15600-06 Joy Rd,48228,"Backstreet at Large, Inc.",053704,Fixed Establishment,04/29/2014,Food Service Establishment,Open,,180,"location
(42.35819, -83.19831)"
51622643,Bangkok 96,474 Peterboro Street #103,48201,Detroit Shipping Co.,229201,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.34422, -83.06167)"
51622815,Bangkok Crossing,333 E Jefferson Ave,48226,Lo Chang,071818jb,Fixed Establishment,07/18/2018,Food Service Establishment,Open,High,180,"location
(42.33064, -83.04151)"
3194,Bangkok Crossing: Thai Restaurant,620 Woodward Ave,48226,Pheng Xiong,078350,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,180,"location
(42.33075, -83.0456)"
1688,Banko's Lounge,14168 Wyoming St,48238,"LSY, LLC",078380,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.39127, -83.15889)"
258,Barachit Club,7235 Greenfield Rd,48228,Barachit Social Club,033910,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.3443, -83.1966)"
5140,Basement Burger Bar,1326 Brush St ,48226,Christina Azar Corp,208189,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.33553, -83.04436)"
4939,Batch Brewing Company,1408 Porter St,48216,Stephen Roginson,079876,Fixed Establishment,05/16/2018,Food Service Establishment,Open,,365,"location
(42.32852, -83.06336)"
825,Bates Academy,19701 Wyoming Ave,48221,Detroit Board Of Education,034856,Fixed Establishment,04/30/2018,Public School,Open,,180,"location
(42.43794, -83.16262)"
4684,Bate's Hot Dog's LLC,PO. Box 1712,48012,Belinda Bates,038298,Mobile Food Establishment,,LHD - Mobile Food Establishmen,Open,,395,
4319,Bath Tub Pub,125-29 Michigan Ave,48226,Deone Larkins,221014,Fixed Establishment,06/01/2017,Food Service Establishment,Permanently Closed,,365,"location
(42.29446, -83.30808)"
424,Bayview Yacht Club,100 Clairpoint St,48215,Bayview Yacht Club Inc.,034187,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.35586, -82.95245)"
3086,B & B's Diner,5223 E Seven Mile Rd,48234,Damon Currie,075428,Fixed Establishment,05/23/2016,Food Service Establishment,Open,High,180,"location
(42.43345, -83.05115)"
4453,"Beignet's, LLC",2424 Florian St,48212,"Beignet's, LLC",039316,Special Transitory Food Unit,04/21/2016,LHD - Mobile Food Establishmen,Seasonal,,395,"location
(42.39284, -83.06033)"
763,Bel Air 10 Theater,10100 E Eight Mile Rd,48234,Bel Air 10 Theater Group 2 Inc,075247,Fixed Establishment,04/28/2017,Food Service Establishment,Open,,365,"location
(42.445, -83.01552)"
3215,Bellacino's,1001 Woodward STE100,48206,A MANY INC,046671,Fixed Establishment,04/27/2018,Food Service Establishment,Open,Medium,365,
5104,Bella's Coffee House ,2303 Campbell St,48209,Alida Sanchez,220223,Fixed Establishment,,Food Service Establishment,Open,,365,"location
(42.32015, -83.10631)"
1258,Belle Isle Casino,1 Casino Way,48207,Dept. of Natural Resources,035362,Fixed Establishment,,Food Service Establishment,Seasonal,High,530,"location
(42.3346, -82.99551)"
5054,Belle Isle Krispy Crunchy Chicken,7255 E Jefferson Ave,48214,Gamal Alturki,082292,Fixed Establishment,04/18/2018,,,,365,"location
(42.34802, -83.0011)"
1870,Belle Isle Pizza (fka) Garalino's Pizza,7869 E Jefferson Ave,48214,leor Barak,082026,Fixed Establishment,05/04/2018,Food Service Establishment,Open,,365,"location
(42.35109, -82.99579)"
51622765,Belle Isles Bites,1 Inselruhe Ave,48207,Sam's Family Concessions,229226,Fixed Establishment,05/23/2018,Food Service Establishment,Seasonal,,90,"location
(42.33547, -82.98421)"
926,Bennett Elementary,2111 Mullane St,48209,DETROIT BOARD OF EDUC,034961,Fixed Establishment,05/13/2015,Public School,Open,,210,"location
(42.30886, -83.12997)"
4636,Bert's Market Place--Commissary,2739 Russell St,48207,"Dearing Company, Inc.",075032,Fixed Establishment,04/27/2017,Food Service Establishment,Open,Medium,365,"location
(42.44486, -83.0912)"
1461,Bert's Market Place -Jazz Bar/Food Court,2727-31 Russell St,48207,"Dearing Company, Inc.",035643,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.44486, -83.0912)"
4634,Bert's Market Place--Motown Bar,2735 Russell St,48207,"Dearing Company, Inc.",075031,Fixed Establishment,04/27/2017,Food Service Establishment,Open,Medium,365,"location
(42.34731, -83.04181)"
4637,Bert's Market Place--Outdoor Cafe,2727-39 Russell St,48207,"Dearing Company, Inc.",075144,Fixed Establishment,04/27/2017,Food Service Establishment,Open,Medium,365,"location
(42.44486, -83.0912)"
4667,Bert's on Broadway DBA Rockefellers,1315 Broadway,48226,Bert W. Dearing Jr.,200060,Fixed Establishment,04/27/2017,Food Service Establishment,Permanently Closed,Medium,365,"location
(42.33462, -83.04614)"
4635,Bert's Warehouse Theater,2739 Russell St,48207,"Dearing Company, Inc.",075143,Fixed Establishment,04/27/2017,Food Service Establishment,Open,Medium,365,"location
(42.44486, -83.0912)"
3391,Bethany Lutheran Church,11475 E Outer Dr,48224,"Peter R. Brueckner, Pastor",039140,Fixed Establishment,04/13/2016,Food Service Establishment,,Medium,365,"location
(42.40586, -82.94869)"
1244,Bethel Baptist Church East,5715 Holcomb St,48213,"Bethel Bapt Church, East",073157,Fixed Establishment,06/09/2017,Food Service Establishment,Open,,530,"location
(42.38502, -83.0064)"
51622462,Better Woodman,3700 Gilbert Street,4821,Geoffrey Woodman,229205,Fixed Establishment,,Food Service Establishment,,Medium,365,"location
(42.32839, -83.11965)"
5212,Beyond Juicery & Eatery,2501 Russell St,48207,Eastern Market Juice Co LLC,217935,Fixed Establishment,05/07/2018,Food Service Establishment,Open,Medium,365,"location
(42.34597, -83.04058)"
1263,Bicentennial Towers  ,4 E Alexandrine St,48201,PK Management,083439,Fixed Establishment,04/13/2018,Food Service Establishment,Open,Medium,365,"location
(42.3507, -83.05872)"
5198,Bigalora Wood Fired Cucina,3990 John R,48201,Bigalora Concessions LLC ,204141,Fixed Establishment,05/05/2017,Food Service Establishment,Permanently Closed,High,180,"location
(42.35067, -83.05697)"
4999,Big A's Concessions,5119 Cadillac,48213,Nancy Kuykendall,204147,Special Transitory Food Unit,04/18/2017,LHD - Special Transitory Food,Open,,365,"location
(42.38375, -82.99803)"
4467,Big Burgzs,17627 E Warren,48224,Billy Owens,073938,Fixed Establishment,08/01/2018,Food Service Establishment,,,365,"location
(42.40876, -82.92313)"
3200,Big City Grille,1020 Washington Blvd,48226,Detroit CBD hOTEL L.L.C.,224664,Fixed Establishment,04/24/2018,Food Service Establishment,Open,High,180,"location
(42.33137, -83.05052)"
51622673,Biggby Coffee,18685 Livernois,48221,Bogdan Tarasov-Kyle Van Buren,ps011718,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.42927, -83.14174)"
4409,Biggby Coffee,2799 W Grand Blvd,48202,"Hospital Food Enterprise, Inc.",202816,Fixed Establishment,05/05/2017,Food Service Establishment,,Medium,365,"location
(42.36787, -83.08635)"
5229,Big Star Fish & Seafood Inc.,15540 Grand River,48227,,203386,Fixed Establishment,,Food Service Establishment,Not The Jurisdiction Of Dhwp,High,180,"location
(42.39424, -83.19919)"
51622717,Bikes & Coffee,1521 Putnam St(5063 Trumbull),48208,Benjamin Kehoe,232678,Fixed Establishment,,Food Service Establishment,Open,Medium,365,
276,Billeo's ,19164 Kelly Road,48224,Mitchell Frank Barman,200084,Fixed Establishment,04/28/2017,Food Service Establishment,Open,Low,365,"location
(42.43541, -82.95188)"
300,Billy's Coney Island,19441 Schoolcraft Rd,48223, Ballec Rasi,033979,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.38614, -83.23284)"
4865,Birmingham Deli,1441 St Antoine St,48226,HASSAN HAIDOUS,077750,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.33721, -83.04261)"
1901,Black Horse Cantina,7844 W Jefferson Ave,48209,Jose Carrillo,075691,Fixed Establishment,04/28/2017,Food Service Establishment,Open,,365,"location
(42.29301, -83.11248)"
